customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;target90
4100;2008-06-30;0;0;12;2008-06-30;0;3;1;1;38;;0;;4;2;0;1;0;0;2008-07-02;2008-07-02;425;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
54767;2008-06-17;0;0;9;2008-06-17;0;3;2;0;65;;1;;2;2;0;1;0;0;2008-06-18;2008-06-17;1018;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
44224;2008-09-29;1;0;9;2008-09-29;0;1;3;0;72;;0;;4;1;0;0;0;0;2008-10-01;2008-09-30;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2566;2008-11-21;0;0;9;2008-11-21;0;1;0;0;35;;0;;3;1;0;0;0;1;2008-11-24;2008-11-21;326;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
52620;2008-04-27;1;0;9;2008-04-27;0;2;0;0;51;;0;;4;1;0;1;0;0;2008-04-29;2008-04-28;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
31287;2008-06-06;0;0;1;2008-06-06;0;2;1;1;44;;0;;4;3;0;1;0;0;2008-06-09;2008-06-07;1545;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
64215;2008-12-29;1;0;4;2008-12-29;1;1;2;0;23;;0;;3;1;0;0;0;0;2008-12-30;2008-12-29;897;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
35187;2008-07-28;0;0;4;2008-07-28;0;1;2;0;81;;0;;3;1;0;0;0;0;2008-07-29;2008-07-29;155;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
30338;2008-07-01;0;0;9;2008-07-01;1;1;0;0;31;;0;CA;4;1;0;0;0;0;2008-07-03;2008-07-02;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
45733;2008-04-02;1;0;4;2008-04-02;0;3;3;0;99;;0;;3;1;0;1;0;0;2008-04-04;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27769;2008-07-30;1;0;12;2008-07-30;0;1;1;1;98;;0;BT;5;1;0;0;0;0;2009-08-03;0000-00-00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5478;2008-09-18;0;0;12;2008-09-18;0;1;0;0;84;;0;BQ;2;2;0;0;0;1;2008-10-01;2008-09-19;595;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1
40231;2008-12-11;0;0;5;2008-12-11;0;1;0;0;54;;0;;4;5;0;0;0;0;2009-12-15;2009-03-13;2090;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
60749;2008-04-04;1;0;9;2008-04-04;0;1;3;0;14;;0;;2;2;0;0;0;0;2008-04-07;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
65251;2008-12-01;1;0;10;2008-12-01;0;2;1;1;45;;0;;1;1;0;1;0;0;2008-12-02;2008-12-02;386;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
42283;2008-12-07;2;0;12;2008-12-07;0;1;2;0;97;;0;BQ;3;1;0;0;0;0;2008-12-09;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
51026;2008-11-30;2;0;12;2008-11-30;1;3;3;0;40;;0;;3;1;0;1;0;0;2008-12-02;2008-12-01;607;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
49033;2008-12-28;0;0;9;2008-12-28;0;3;1;1;52;;0;;3;1;0;1;0;0;2008-12-30;2008-12-29;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
32061;2008-09-05;1;0;0;2008-09-05;0;1;0;0;15;;0;;3;2;0;0;0;1;2008-09-18;2008-09-10;287;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
57178;2008-10-17;0;0;11;2008-10-17;0;1;0;0;28;;0;;4;2;0;0;0;0;2008-10-21;2008-10-18;915;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
2014;2008-07-05;0;0;8;2008-07-05;0;1;0;0;53;;0;;3;2;0;0;0;1;2009-07-08;2008-07-15;864;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
14250;2008-06-17;0;0;9;2008-06-17;0;3;1;1;26;;0;;1;1;0;1;0;0;2008-06-19;2008-06-18;272;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
56139;2008-07-30;0;0;5;2008-07-30;0;1;0;0;06;;1;AR;1;1;0;0;0;0;2008-07-31;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54376;2008-09-27;0;0;5;2008-09-27;0;1;0;0;60;;0;;2;1;0;0;0;1;2008-10-10;2008-10-02;265;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
40811;2008-12-02;0;0;5;2008-12-02;1;2;1;1;40;;0;;5;5;0;1;0;0;2008-12-04;2008-12-04;1110;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0
64941;2008-12-15;0;0;12;2008-12-15;0;1;3;0;88;;0;BA;3;2;0;0;0;0;2008-12-30;2008-12-20;234;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
14003;2008-09-21;0;0;8;2008-09-21;0;1;0;0;24;;1;AX;1;1;0;0;0;0;2008-09-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
40753;2008-06-15;2;0;3;2008-06-15;0;1;2;0;48;;1;AB;3;2;0;0;0;0;2008-06-17;2008-06-16;1247;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
6324;2008-08-29;1;0;0;2008-08-29;1;3;2;0;67;;0;;1;1;0;1;0;0;2008-09-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12115;2008-11-24;0;0;12;2008-11-24;0;1;0;0;27;;0;BQ;2;1;0;0;0;1;2009-11-27;0000-00-00;213;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2436;2008-09-03;0;0;11;2008-09-03;0;1;0;0;85;;0;;4;4;0;0;0;0;2008-09-17;2008-09-05;1915;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
30502;2008-06-11;2;0;8;2008-06-11;1;1;0;0;31;;0;;3;3;0;0;0;0;2008-06-12;2008-06-11;476;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
29420;2008-06-16;0;0;9;2008-06-16;0;1;0;0;12;;0;;3;1;0;0;0;0;2008-06-18;2008-06-17;956;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
10942;2008-04-29;1;0;12;2008-04-29;0;1;1;1;81;;0;AI;2;1;0;0;0;0;2008-05-14;2008-06-11;309;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
22093;2008-08-17;1;0;0;2008-08-17;0;2;0;0;46;;1;;1;2;0;1;0;0;2008-08-19;2008-08-18;1001;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
60024;2008-08-26;0;0;12;2008-08-26;0;2;1;1;52;;0;;3;1;0;1;0;0;2008-08-27;2008-08-26;904;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46754;2008-08-30;1;0;4;2008-08-30;0;1;2;0;33;;0;;2;1;0;0;0;1;2009-09-01;0000-00-00;297;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4273;2008-05-12;0;0;11;2008-05-12;0;1;0;0;97;;1;;4;3;0;0;0;0;2008-05-14;2008-05-13;836;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
40940;2008-08-06;0;0;5;2008-08-06;0;1;0;0;65;;0;;4;2;0;0;0;0;2008-08-08;2008-08-07;313;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
50719;2008-05-11;0;0;1;2008-05-11;0;1;0;0;65;;0;BQ;4;1;0;0;0;0;2008-05-14;2008-05-13;792;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
64003;2008-06-05;1;0;9;2008-06-05;0;1;2;0;90;;0;BQ;2;1;0;0;0;0;2008-06-09;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45111;2008-07-02;1;0;5;2008-07-02;1;1;0;0;21;;0;;3;1;0;0;0;0;2008-08-01;2008-07-03;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
63224;2008-12-16;0;0;12;2008-12-16;1;3;1;1;66;;0;;2;1;0;1;0;0;2008-12-17;2008-12-17;273;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
19853;2008-04-06;2;0;12;2008-04-06;0;1;0;0;31;;0;;5;1;0;0;0;0;2008-04-08;2008-04-07;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2295;2008-12-13;0;0;4;2008-12-13;1;2;1;1;45;;0;;1;1;0;1;0;0;2008-12-16;2008-12-14;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
19919;2008-10-24;1;0;0;2008-10-24;1;1;0;0;21;;0;;2;2;0;0;0;1;2008-10-27;2008-10-25;1122;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0
21803;2008-10-12;0;0;9;2008-10-12;0;1;1;1;97;;0;AB;2;1;0;0;0;0;2008-10-14;2008-10-13;640;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
33921;2008-12-28;0;0;8;2008-12-28;0;3;1;1;78;;0;;4;2;0;1;0;0;2008-12-30;2008-12-29;1408;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
10711;2008-08-03;2;0;8;2008-08-03;0;1;3;0;08;;0;CA;4;2;0;0;0;0;2008-08-19;2008-08-11;382;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
45591;2008-08-26;2;0;1;2008-08-26;0;1;1;1;23;;0;BQ;4;1;0;0;0;0;2008-08-28;2008-08-28;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45172;2008-11-21;1;0;12;2008-11-21;0;2;2;0;44;;0;;3;1;0;1;0;0;2008-11-24;2008-11-22;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
58287;2008-10-20;0;0;4;2008-10-20;0;1;3;0;48;;0;;1;1;0;0;0;0;2008-10-21;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
47942;2008-09-24;0;0;9;2008-09-24;1;1;3;0;48;;1;AR;1;1;0;0;0;0;2008-09-25;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12032;2008-12-30;1;0;4;2008-12-30;0;1;0;0;97;;0;;4;2;0;0;0;0;2010-01-01;2009-03-31;1269;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
38579;2008-10-18;0;0;0;2008-10-18;0;2;0;0;45;;0;;4;6;0;1;0;0;2008-11-03;2008-10-23;806;0;0;0;1;5;0;0;0;0;0;0;0;0;0;1
35339;2008-12-17;1;0;12;2008-12-17;0;1;1;1;10;;0;;4;4;0;0;0;0;2008-12-18;2008-12-17;1442;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
10067;2008-08-22;0;0;12;2008-08-22;1;1;0;0;55;;0;;1;2;0;0;0;1;2009-08-25;2008-08-23;932;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0
25065;2008-08-18;0;0;9;2008-08-18;0;2;0;0;41;;1;;1;2;0;1;0;0;2008-10-02;2008-08-22;1247;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
15671;2008-05-09;0;0;11;2008-05-09;1;2;1;1;47;;0;;3;1;0;1;0;0;2008-05-13;2008-05-09;991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
30731;2008-10-30;0;0;8;2008-10-30;0;3;1;1;24;;0;;5;3;0;1;0;0;2008-11-13;2008-11-07;1137;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0
56712;2008-05-20;0;0;12;2008-05-20;0;1;2;0;48;;0;BQ;2;1;0;0;0;0;2008-05-22;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
34288;2008-11-04;0;0;9;2008-11-04;0;1;0;0;07;;0;;2;1;0;0;0;1;2008-11-06;2008-11-05;986;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
42231;2008-09-20;0;0;4;2008-09-18;1;3;3;0;65;;0;;4;1;0;1;0;0;2008-09-23;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1432;2008-05-04;2;0;9;2008-05-04;0;2;0;0;42;;1;;1;1;0;1;0;0;2008-05-06;2008-05-05;724;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
56390;2008-10-01;1;0;4;2008-10-01;0;1;0;0;24;;1;AX;1;1;0;0;0;0;2008-10-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
45095;2008-12-06;1;0;12;2008-12-06;1;2;0;0;88;;1;;1;2;0;1;0;0;2008-12-09;2008-12-08;545;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
9380;2008-07-12;1;0;12;2008-07-12;0;1;0;0;26;;0;CA;4;2;0;0;0;0;2008-07-15;2008-07-14;842;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
2388;2008-11-17;1;0;5;2008-11-17;0;3;1;1;68;;0;;1;1;0;1;0;0;2008-11-18;2008-11-17;98;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
34273;2008-07-08;1;0;4;2008-07-08;0;3;1;1;45;;0;;4;1;0;1;0;0;2008-07-09;2008-07-09;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
25254;2008-12-11;2;0;12;2008-12-11;0;1;2;0;30;;0;;5;2;0;0;0;0;2008-12-15;2008-12-12;634;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0
52575;2008-10-25;1;0;9;2008-10-25;0;3;3;0;20;;0;;3;1;0;1;0;0;2008-10-28;2008-10-27;467;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
49493;2008-04-24;0;0;12;2008-04-24;1;3;3;0;38;;0;;4;2;0;1;0;0;2008-04-28;2008-04-25;477;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
44291;2008-11-29;1;0;4;2008-11-29;0;1;3;0;81;;0;;2;1;0;0;0;1;2008-12-02;2008-11-30;116;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
21215;2008-06-22;0;0;5;2008-06-22;0;3;1;1;50;;0;;5;2;0;1;0;0;2008-06-24;2008-06-23;1681;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
55577;2008-07-04;0;0;11;2008-07-04;1;1;0;0;86;;0;BQ;2;2;0;0;0;1;2008-07-18;2008-07-05;274;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2223;2008-06-14;0;0;4;2008-06-14;0;3;0;0;23;;0;;4;4;0;1;0;0;2008-06-17;2008-06-16;2366;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
48313;2008-09-14;1;0;9;2008-09-14;0;1;0;0;80;;0;BQ;4;5;0;0;0;0;2008-09-30;2008-10-31;1454;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0
62839;2008-11-02;0;0;9;2008-11-02;0;1;0;0;34;;1;;1;1;0;0;0;0;2008-11-04;2008-11-03;982;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
51836;2008-04-21;0;1;0;2008-04-21;0;3;1;1;81;;0;;4;2;0;1;0;0;2008-04-22;2008-04-21;960;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
20528;2008-12-18;0;0;5;2008-12-18;1;3;0;0;18;;0;;5;5;0;1;0;0;2008-12-22;2008-12-19;2357;0;0;0;3;1;0;0;0;0;0;0;0;0;1;1
42959;2008-11-05;0;0;1;2008-11-05;0;1;0;0;95;;0;;3;2;0;0;0;1;2008-11-07;2008-11-06;715;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
64857;2008-08-05;1;0;0;2008-08-05;1;1;0;0;47;;0;BL;4;3;0;0;0;0;2008-08-07;2008-08-06;2829;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
39805;2008-04-06;0;0;12;2008-04-06;0;1;3;0;83;;0;;3;2;0;0;0;0;2008-04-08;2008-04-07;480;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
46135;2008-11-06;1;0;11;2008-10-09;0;1;0;0;94;;0;;4;2;0;0;0;0;2008-11-07;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
11760;2008-10-01;0;0;9;2008-10-01;0;1;1;1;12;;0;;3;4;0;0;0;0;2008-10-03;2008-10-02;573;0;0;0;1;0;0;0;1;0;0;2;0;0;0;1
24173;2008-09-10;1;0;6;2008-09-10;0;1;0;0;63;;1;;1;1;0;0;0;0;2008-09-11;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19523;2008-06-28;0;0;12;2008-06-28;0;3;0;0;52;;0;;4;5;0;1;0;0;2008-07-01;2008-06-28;970;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0
41100;2008-04-24;0;0;12;2008-04-24;0;1;2;0;22;;0;;1;1;0;0;0;0;2008-04-25;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1699;2008-11-16;1;0;12;2008-11-15;0;1;0;0;12;12;0;;5;10;0;0;0;0;2008-11-18;2008-11-17;2779;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
63266;2008-09-07;0;0;11;2008-09-07;0;1;2;0;22;;0;BQ;5;10;0;0;0;0;2008-09-23;2008-10-24;1726;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0
21683;2008-11-08;0;0;12;2008-11-08;1;3;0;0;90;;0;;5;6;0;1;0;0;2008-11-11;2008-11-10;1715;0;0;0;2;2;1;0;0;0;0;0;0;0;1;1
34762;2008-10-07;0;0;0;2008-10-07;1;1;0;0;63;;0;;3;2;0;0;0;0;2008-10-09;2008-10-08;813;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
37517;2008-08-07;0;0;12;2008-08-07;0;1;2;0;83;;0;;3;1;0;0;0;1;2008-08-08;2008-08-07;426;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
11449;2008-11-28;0;0;9;2008-11-28;0;1;0;0;14;;0;AB;1;1;0;0;0;1;2008-12-01;2008-11-28;421;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
25523;2008-12-30;1;0;4;2008-12-30;1;1;2;0;63;;0;;2;1;0;0;0;0;2009-01-05;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
39046;2008-11-20;0;0;4;2008-11-20;0;3;1;1;66;;0;;1;2;0;1;0;0;2008-11-21;2008-11-20;99;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
30884;2008-05-30;1;0;8;2008-05-30;0;1;0;0;27;;0;;3;2;0;0;0;0;2008-06-03;2008-05-31;354;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
57582;2008-10-27;1;0;0;2008-10-27;0;3;2;0;95;;0;;2;1;0;1;0;1;2008-10-28;2008-10-27;672;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
62717;2008-05-12;1;0;4;2008-05-12;0;1;0;0;97;;0;;2;3;0;0;0;1;2008-05-14;2008-05-13;1022;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
57385;2008-10-28;1;0;12;2008-10-28;0;3;1;1;66;;0;;5;5;0;1;0;0;2008-11-11;2008-10-29;3169;0;0;0;4;1;0;0;0;0;0;0;0;0;0;1
9493;2008-09-18;0;0;9;2008-09-18;0;1;0;0;56;;0;;4;2;0;0;0;0;2008-09-19;2008-09-18;413;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
5099;2008-06-08;1;0;9;2008-06-08;0;3;3;0;65;;0;;4;4;0;1;0;1;2008-06-24;2008-06-14;442;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
14311;2009-02-03;1;0;12;2008-08-03;0;1;0;0;24;;0;BQ;3;3;0;0;0;0;2009-02-19;2009-02-18;516;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1
52502;2008-12-16;1;0;9;2008-12-16;0;1;0;0;49;;0;;3;1;0;0;0;0;2008-12-30;2009-01-06;745;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
26808;2008-05-01;0;0;2;2008-05-01;0;1;0;0;28;;0;BQ;2;2;0;0;0;0;2008-05-05;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
15135;2008-09-01;0;0;8;2008-09-01;0;1;0;0;16;;0;BQ;2;3;0;0;0;1;2008-09-03;2008-09-02;728;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0
61552;2008-05-29;0;1;12;2008-05-29;1;1;2;0;50;;0;;2;1;0;0;0;1;2008-06-11;2008-06-13;331;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
60320;2008-11-09;1;0;12;2008-11-09;1;2;3;0;57;;1;;2;2;0;1;0;0;2008-11-11;2008-11-10;1223;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
50340;2008-10-08;0;0;11;2008-10-08;0;1;0;0;32;;0;BQ;3;1;0;0;0;1;2008-10-10;2008-10-09;378;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10832;2008-08-29;1;0;8;2008-08-29;1;3;0;0;47;;0;AQ;3;1;0;0;0;0;2009-09-01;2008-09-08;522;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
28415;2008-09-16;0;0;5;2008-09-16;0;1;0;0;70;;1;BQ;1;1;0;0;0;0;2008-09-17;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
16346;2008-05-10;1;0;8;2008-05-10;0;1;2;0;39;;0;AB;2;1;0;0;0;0;2008-05-14;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55446;2008-06-03;2;0;1;2008-06-03;0;3;1;1;38;;0;;4;3;0;1;0;0;2008-06-05;2008-06-04;799;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
41758;2008-09-12;0;0;2;2008-09-12;0;1;2;0;55;;0;;3;1;0;0;0;0;2008-09-15;2008-09-13;265;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
29482;2008-11-12;0;0;9;2008-11-12;0;1;3;0;51;;0;;2;1;0;0;0;1;2008-11-13;2008-11-12;31;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
38592;2008-04-20;1;1;9;2008-04-20;1;3;1;1;76;;0;;2;1;0;1;0;0;2008-04-22;2008-04-21;315;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
50677;2008-11-24;1;0;2;2008-06-13;0;2;2;0;45;;0;;4;2;0;0;0;0;2008-11-25;2008-11-24;2263;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0
14387;2008-05-17;1;0;9;2008-05-17;0;1;3;0;32;;0;;2;1;0;0;0;0;2008-05-20;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1116;2008-07-12;0;0;9;2008-07-12;1;3;0;0;12;;0;;4;6;0;1;0;0;2008-07-25;2008-07-31;1445;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
46401;2008-06-29;0;0;8;2008-06-29;1;1;0;0;63;;0;;4;6;0;0;0;0;2008-07-01;2008-06-30;1475;0;0;6;5;1;0;0;0;0;0;0;0;0;0;0
29939;2008-11-03;1;0;4;2008-11-03;0;2;1;1;44;;0;;5;3;0;1;0;0;2008-11-05;2008-11-04;656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
29670;2008-10-21;2;0;8;2008-10-21;0;1;0;0;17;;0;;4;1;0;0;0;0;2008-11-04;2008-10-24;500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3562;2008-04-15;0;0;12;2008-04-15;0;1;3;0;50;;0;BQ;4;2;1;0;0;0;2008-04-29;2008-04-25;473;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
28174;2008-10-13;0;0;9;2008-10-13;0;1;0;0;65;;1;AX;1;1;0;0;0;0;2008-10-14;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
32422;2008-07-02;1;0;8;2008-07-02;0;1;0;0;33;;0;;2;1;0;0;0;1;2008-08-01;2008-07-03;245;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45343;2008-08-01;1;0;4;2008-08-01;0;1;0;0;49;;0;BQ;4;2;0;0;0;0;2008-08-04;2008-08-01;903;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
15769;2008-09-19;0;0;9;2008-09-19;0;1;0;0;22;;1;AX;1;1;0;0;0;0;2008-09-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
7518;2008-05-16;0;0;9;2008-05-15;0;2;0;0;40;;1;;1;1;0;1;0;0;2008-05-19;2008-05-17;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
34364;2008-04-06;1;0;9;2008-04-06;0;1;2;0;47;01;0;;3;2;0;0;0;1;2008-04-21;2008-05-26;277;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
63605;2008-10-31;1;0;4;2008-10-31;0;1;2;0;30;;0;;4;1;0;0;0;0;2009-11-03;2009-02-28;448;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26318;2008-06-15;2;0;9;2008-06-15;0;2;0;0;44;;1;;1;1;1;1;0;0;2009-06-18;2008-07-31;830;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
49661;2008-11-28;0;0;8;2008-11-28;0;1;0;0;53;;0;;4;5;0;0;0;0;2008-12-02;2008-11-29;1042;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
57954;2008-11-12;0;0;12;2008-11-12;0;3;1;1;22;;0;;5;3;0;1;0;0;2008-11-14;2008-11-13;301;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
1018;2008-09-14;1;0;8;2008-09-14;0;1;0;0;96;;0;;4;2;0;0;0;0;2008-09-16;2008-09-15;179;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
35587;2008-10-23;0;0;4;2008-10-23;0;1;2;0;22;;0;;1;1;0;0;0;0;2008-10-27;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
23160;2008-07-30;0;0;1;2008-07-30;0;1;0;0;12;;0;BQ;4;1;0;0;0;0;2008-08-01;2008-07-31;537;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
50483;2008-08-19;1;0;12;2008-08-19;0;2;2;0;44;;0;;3;1;0;1;0;1;2008-08-21;2008-08-20;319;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
24166;2008-08-17;0;0;5;2008-08-17;1;3;0;0;12;;0;;4;2;0;1;0;0;2008-08-19;2008-08-18;535;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
6561;2008-09-10;0;0;9;2008-09-10;0;1;0;0;04;;1;AR;1;1;0;0;0;0;2008-09-11;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14511;2008-09-04;0;0;5;2008-09-04;1;1;0;0;12;;0;BQ;4;4;0;0;0;0;2008-09-26;2008-09-17;1799;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0
14435;2008-06-22;0;0;8;2008-06-22;1;1;0;0;99;;0;BQ;3;1;0;0;0;0;2008-06-24;2008-06-23;665;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
25150;2008-06-25;2;0;9;2008-06-25;0;3;1;1;07;;0;;5;1;0;1;0;0;2008-06-26;2008-06-25;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
43232;2008-06-23;2;0;12;2008-06-23;0;1;3;0;40;;0;;4;1;0;0;0;1;2009-06-26;2008-07-11;331;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
25421;2008-08-04;0;0;1;2008-08-04;0;1;1;1;20;;0;;3;1;0;0;0;0;2008-08-05;2008-08-05;830;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
